# Header: 
#   Title                 : 14-SI-28 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : F0608-004-2 
#   First Author          : K.-M.Kallman 
#   Institute             : (2SF ABA): Abo Akademi, Turku 
#   Reference             : (J,EPJ/A,16,159,2003) 
#   Year                  : 2003 
#   Facility              : (ISOCY): Isochronous cyclotron 
# Target: 
#   Z                     : 14 
#   A                     : 28 
#   Isomer                :  
#   Nuclide               : 14-SI-28 
# Reaction: 
#   EXFOR Reaction        : (14-SI-28(A,TOT),,WID) 
#   Incident Energy       : 6.8340e+06 eV - 1.8906e+07 eV 
#   Resonance Energy Type : EN-RES 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/F06/F0608.x4 
#   nds                   : https://nds.iaea.org/EXFOR/F0608
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   7.9380E+06          NAN        NAN        NAN   2.2400E+04   1.0000E+03          NAN          NAN   8.8000E+03   5.0000E+02          NAN          NAN          NAN          NAN
   8.1370E+06          NAN        NAN        NAN   2.9600E+04   7.0000E+02          NAN          NAN   2.7300E+04   8.0000E+02          NAN          NAN          NAN          NAN
   8.2070E+06          NAN        NAN        NAN   1.5200E+04   6.0000E+02          NAN          NAN   6.6000E+03   3.0000E+02          NAN          NAN          NAN          NAN
   8.2590E+06          NAN        NAN        NAN   4.2000E+04   1.1000E+03          NAN          NAN   2.5400E+04   1.1000E+03          NAN          NAN          NAN          NAN
   8.3240E+06          NAN        NAN        NAN   8.9000E+04   2.0000E+03          NAN          NAN   6.9000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   8.5470E+06          NAN        NAN        NAN   4.0000E+04   2.0000E+03          NAN          NAN   4.1000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   8.6760E+06          NAN        NAN        NAN   8.4500E+04   1.1000E+03          NAN          NAN   6.6000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   8.7800E+06          NAN        NAN        NAN   7.0000E+03   9.0000E+02          NAN          NAN   2.0000E+03   3.0000E+02          NAN          NAN          NAN          NAN
   9.0080E+06          NAN        NAN        NAN   3.7500E+04   5.0000E+02          NAN          NAN   3.3200E+04   6.0000E+02          NAN          NAN          NAN          NAN
   9.0600E+06          NAN        NAN        NAN   2.5500E+04   7.0000E+02          NAN          NAN   1.4800E+04   5.0000E+02          NAN          NAN          NAN          NAN
   9.2290E+06          NAN        NAN        NAN   3.0500E+04   1.1000E+03          NAN          NAN   2.1000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   9.3320E+06          NAN        NAN        NAN   3.6000E+04   2.0000E+03          NAN          NAN   1.5800E+04   1.4000E+03          NAN          NAN          NAN          NAN
   9.4630E+06          NAN        NAN        NAN   1.8000E+04   2.0000E+03          NAN          NAN   5.1000E+03   7.0000E+02          NAN          NAN          NAN          NAN
   9.5930E+06          NAN        NAN        NAN   4.5900E+04   1.0000E+03          NAN          NAN   2.3000E+04   7.0000E+02          NAN          NAN          NAN          NAN
   9.6400E+06          NAN        NAN        NAN   2.4500E+04   6.0000E+02          NAN          NAN   1.3600E+04   4.0000E+02          NAN          NAN          NAN          NAN
   9.7040E+06          NAN        NAN        NAN   3.4300E+04   3.0000E+02          NAN          NAN   2.4700E+04   5.0000E+02          NAN          NAN          NAN          NAN
   9.8020E+06          NAN        NAN        NAN   4.6800E+04   1.3000E+03          NAN          NAN   2.4800E+04   9.0000E+02          NAN          NAN          NAN          NAN
   9.9210E+06          NAN        NAN        NAN   2.9900E+04   3.0000E+02          NAN          NAN   2.7900E+04   4.0000E+02          NAN          NAN          NAN          NAN
   9.9840E+06          NAN        NAN        NAN   3.5900E+04   1.0000E+03          NAN          NAN   1.6700E+04   7.0000E+02          NAN          NAN          NAN          NAN
   1.0066E+07          NAN        NAN        NAN   4.1000E+04   9.0000E+02          NAN          NAN   2.0000E+04   6.0000E+02          NAN          NAN          NAN          NAN
   1.0168E+07          NAN        NAN        NAN   4.7000E+04   2.0000E+03          NAN          NAN   3.3000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   1.0222E+07          NAN        NAN        NAN   2.8000E+04   8.0000E+02          NAN          NAN   1.8500E+04   7.0000E+02          NAN          NAN          NAN          NAN
   1.0291E+07          NAN        NAN        NAN   2.1600E+04   5.0000E+02          NAN          NAN   1.4400E+04   4.0000E+02          NAN          NAN          NAN          NAN
   1.0402E+07          NAN        NAN        NAN   5.4000E+04   2.0000E+03          NAN          NAN   2.8000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   1.0620E+07          NAN        NAN        NAN   4.1300E+04   8.0000E+02          NAN          NAN   1.8800E+04   5.0000E+02          NAN          NAN          NAN          NAN
   1.0732E+07          NAN        NAN        NAN   8.6000E+04   2.0000E+03          NAN          NAN   4.7100E+04   1.4000E+03          NAN          NAN          NAN          NAN
   1.0908E+07          NAN        NAN        NAN   6.4000E+04   3.0000E+03          NAN          NAN   3.9000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.1046E+07          NAN        NAN        NAN   6.0000E+04   2.0000E+03          NAN          NAN   3.8000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   1.1132E+07          NAN        NAN        NAN   2.3000E+04   2.0000E+03          NAN          NAN   1.2000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.1197E+07          NAN        NAN        NAN   4.5000E+04   2.0000E+03          NAN          NAN   2.3000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.1251E+07          NAN        NAN        NAN   7.6000E+04   6.0000E+03          NAN          NAN   4.1000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.1333E+07          NAN        NAN        NAN   3.8100E+04   6.0000E+02          NAN          NAN   2.7800E+04   6.0000E+02          NAN          NAN          NAN          NAN
   1.1394E+07          NAN        NAN        NAN   3.5000E+04   8.0000E+02          NAN          NAN   1.4400E+04   5.0000E+02          NAN          NAN          NAN          NAN
   1.1461E+07          NAN        NAN        NAN   4.7000E+04   3.0000E+03          NAN          NAN   1.8000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   1.1577E+07          NAN        NAN        NAN   5.8000E+04   1.4000E+03          NAN          NAN   3.2500E+04   1.3000E+03          NAN          NAN          NAN          NAN
   1.1771E+07          NAN        NAN        NAN   9.2000E+04   1.4000E+04          NAN          NAN   9.6000E+04   2.7000E+04          NAN          NAN          NAN          NAN
   1.1935E+07          NAN        NAN        NAN   3.5000E+04   6.0000E+03          NAN          NAN   2.0000E+04   1.7000E+04          NAN          NAN          NAN          NAN
   1.2235E+07          NAN        NAN        NAN   3.6000E+04   2.0000E+03          NAN          NAN   1.6400E+04   8.0000E+02          NAN          NAN          NAN          NAN
   1.2272E+07          NAN        NAN        NAN   2.6000E+04   2.0000E+03          NAN          NAN   1.0800E+04   1.0000E+03          NAN          NAN          NAN          NAN
   1.2478E+07          NAN        NAN        NAN   8.2000E+04   7.0000E+03          NAN          NAN   3.5000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.2553E+07          NAN        NAN        NAN   4.8000E+04   4.0000E+03          NAN          NAN   2.0000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   1.2677E+07          NAN        NAN        NAN   4.4000E+04   2.0000E+03          NAN          NAN   2.6400E+04   1.2000E+03          NAN          NAN          NAN          NAN
   1.2872E+07          NAN        NAN        NAN   7.6000E+04   7.0000E+03          NAN          NAN   2.8000E+04   7.0000E+03          NAN          NAN          NAN          NAN
   1.3152E+07          NAN        NAN        NAN   6.6000E+04   5.0000E+03          NAN          NAN   1.5200E+04   1.2000E+03          NAN          NAN          NAN          NAN
   1.3262E+07          NAN        NAN        NAN   7.3600E+04   1.4000E+03          NAN          NAN   2.8300E+04   7.0000E+02          NAN          NAN          NAN          NAN
   1.3383E+07          NAN        NAN        NAN   7.4000E+04   5.0000E+03          NAN          NAN   3.8000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.3470E+07          NAN        NAN        NAN   7.5000E+04   6.0000E+03          NAN          NAN   2.9000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   1.3546E+07          NAN        NAN        NAN   4.6000E+04   3.0000E+03          NAN          NAN   1.2900E+04   1.0000E+03          NAN          NAN          NAN          NAN
   1.3755E+07          NAN        NAN        NAN   3.4000E+04   2.0000E+03          NAN          NAN   1.1900E+04   1.0000E+03          NAN          NAN          NAN          NAN
   1.3907E+07          NAN        NAN        NAN   8.4000E+04   7.0000E+03          NAN          NAN   2.3000E+04   4.0000E+03          NAN          NAN          NAN          NAN
   1.4055E+07          NAN        NAN        NAN   5.4000E+04   1.0000E+04          NAN          NAN   1.5000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.4276E+07          NAN        NAN        NAN   7.2000E+04   2.0000E+03          NAN          NAN   2.5400E+04   7.0000E+02          NAN          NAN          NAN          NAN
   1.4401E+07          NAN        NAN        NAN   7.5000E+04   1.8000E+04          NAN          NAN   1.8000E+04   4.0000E+03          NAN          NAN          NAN          NAN
   1.4518E+07          NAN        NAN        NAN   5.4000E+04   2.0000E+03          NAN          NAN   3.1600E+04   1.1000E+03          NAN          NAN          NAN          NAN
   1.4625E+07          NAN        NAN        NAN   7.9000E+04   9.0000E+03          NAN          NAN   2.0000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.5228E+07          NAN        NAN        NAN   4.4000E+04   4.0000E+03          NAN          NAN   1.5100E+04   1.0000E+03          NAN          NAN          NAN          NAN
   1.5350E+07          NAN        NAN        NAN   7.2000E+04   1.7000E+04          NAN          NAN   2.4000E+04   1.0000E+04          NAN          NAN          NAN          NAN
   1.5468E+07          NAN        NAN        NAN   8.4000E+04   4.0000E+03          NAN          NAN   2.0800E+04   1.1000E+03          NAN          NAN          NAN          NAN
   1.5718E+07          NAN        NAN        NAN   3.7000E+04   4.0000E+03          NAN          NAN   6.7000E+03   1.0000E+03          NAN          NAN          NAN          NAN
   1.5869E+07          NAN        NAN        NAN   5.9000E+04   2.0000E+03          NAN          NAN   1.6500E+04   8.0000E+02          NAN          NAN          NAN          NAN
   1.6299E+07          NAN        NAN        NAN   6.9000E+04   3.0000E+03          NAN          NAN   1.5000E+04   8.0000E+02          NAN          NAN          NAN          NAN
   1.6509E+07          NAN        NAN        NAN   7.0000E+04   5.0000E+03          NAN          NAN   1.1200E+04   8.0000E+02          NAN          NAN          NAN          NAN
   1.6579E+07          NAN        NAN        NAN   4.5000E+04   4.0000E+03          NAN          NAN   6.2000E+03   7.0000E+02          NAN          NAN          NAN          NAN
   1.6665E+07          NAN        NAN        NAN   3.9000E+04   1.0000E+04          NAN          NAN   6.0000E+03   2.0000E+03          NAN          NAN          NAN          NAN
   1.6952E+07          NAN        NAN        NAN   5.3000E+04   2.0000E+03          NAN          NAN   2.2400E+04   8.0000E+02          NAN          NAN          NAN          NAN
   1.7354E+07          NAN        NAN        NAN   7.4000E+04   4.0000E+03          NAN          NAN   1.4900E+04   1.1000E+03          NAN          NAN          NAN          NAN
   1.7434E+07          NAN        NAN        NAN   5.4000E+04   9.0000E+03          NAN          NAN   1.2000E+04   4.0000E+03          NAN          NAN          NAN          NAN
   1.7552E+07          NAN        NAN        NAN   4.7000E+04   1.4000E+04          NAN          NAN   1.0000E+04   7.0000E+03          NAN          NAN          NAN          NAN
   1.7606E+07          NAN        NAN        NAN   2.4000E+04   5.0000E+03          NAN          NAN   4.6000E+03   1.3000E+03          NAN          NAN          NAN          NAN
   1.8167E+07          NAN        NAN        NAN   5.1000E+04   5.0000E+03          NAN          NAN   8.3000E+03   1.1000E+03          NAN          NAN          NAN          NAN
   1.8395E+07          NAN        NAN        NAN   5.8000E+04   3.0000E+03          NAN          NAN   8.1000E+03   6.0000E+02          NAN          NAN          NAN          NAN
   1.8601E+07          NAN        NAN        NAN   7.4000E+04   1.6000E+04          NAN          NAN   1.4000E+04   3.0000E+03          NAN          NAN          NAN          NAN
   1.8681E+07          NAN        NAN        NAN   5.2000E+04   7.0000E+03          NAN          NAN   1.0000E+04   2.0000E+03          NAN          NAN          NAN          NAN
   1.8906E+07          NAN        NAN        NAN   9.3000E+04   1.2000E+04          NAN          NAN   1.7000E+04   2.0000E+03          NAN          NAN          NAN          NAN
