# Header: 
#   Title                 : 10-NE-20 Resonance Parameter: WID 
#   Source                : EXFOR 
#   Date Created          : 2025-09-01 
# EXFOR Bibliographic Information: 
#   Entry-Subent-Pointer  : T0258-003-2 
#   First Author          : R.Abegg 
#   Institute             : (1USAWIS): University of Wisconsin, Madison, WI 
#   Reference             : (J,PR/C,43,2523,1991) 
#   Year                  : 1991 
#   Facility              : None 
# Target: 
#   Z                     : 10 
#   A                     : 20 
#   Isomer                :  
#   Nuclide               : 10-NE-20 
# Reaction: 
#   EXFOR Reaction        : (10-NE-20(A,TOT),,WID) 
#   Incident Energy Type   : 3.8830e+06 eV - 1.0980e+07 eV 
#   Resonance Energy      : EN 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/T02/T0258.x4 
#   nds                   : https://nds.iaea.org/EXFOR/T0258
#
#    E_in(eV)    dE_in(eV)          J          L      (A,TOT)     d(A,TOT)        (A,G)       d(A,G)        (A,EL)     d(A,EL)        (A,F)       d(A,F)        (A,A)       d(A,A)
   5.2700E+06          NAN        3.0        NAN   1.3000E+05          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.3070E+06          NAN        2.0        NAN   1.3000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.3640E+06          NAN        4.0        NAN   2.1000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.4630E+06          NAN        6.0        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.4890E+06          NAN        2.0        NAN   3.2000E+04   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.5130E+06          NAN        4.0        NAN   1.8000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6300E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6650E+06          NAN        1.0        NAN   2.1000E+04   4.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.6930E+06          NAN        NAN        NAN   4.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.7130E+06          NAN        NAN        NAN   1.7000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.7300E+06          NAN        NAN        NAN   4.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.7370E+06          NAN        NAN        NAN   2.1000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.8190E+06          NAN        4.0        NAN   1.1200E+04   1.9000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   5.9380E+06          NAN        4.0        NAN   1.6000E+04   2.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.0470E+06          NAN        3.0        NAN   1.1200E+05   2.9000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.0970E+06          NAN        4.0        NAN   1.2000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.1740E+06          NAN        4.0        NAN   4.6000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.3030E+06          NAN        NAN        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.3200E+06          NAN        NAN        NAN   6.1000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.3990E+06          NAN        6.0        NAN   1.1000E+04   9.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.4560E+06          NAN        5.0        NAN   9.0000E+03   1.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.5150E+06          NAN        4.0        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.6650E+06          NAN        2.0        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.6800E+06          NAN        NAN        NAN   1.2100E+05          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.7350E+06          NAN        NAN        NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.8150E+06          NAN        NAN        NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.9620E+06          NAN        4.0        NAN   1.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   6.9900E+06          NAN        4.0        NAN   1.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.0360E+06          NAN        4.0        NAN   5.7000E+04   7.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.0780E+06          NAN        5.0        NAN   3.6000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.1010E+06          NAN        4.0        NAN   2.7000E+04   6.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.1400E+06          NAN        NAN        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.2000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.2460E+06          NAN        4.0        NAN   2.1000E+04   4.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.2830E+06          NAN        4.0        NAN   3.1000E+04   7.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.3530E+06          NAN        2.0        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.4020E+06          NAN        2.0        NAN   1.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.4610E+06          NAN        6.0        NAN   1.8000E+04   2.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.5000E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.5540E+06          NAN        2.0        NAN   3.1000E+04   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.6500E+06          NAN        0.0        NAN   1.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.6800E+06          NAN        4.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.7730E+06          NAN        4.0        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.8150E+06          NAN        NAN        NAN   8.7000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.8450E+06          NAN        NAN        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.8850E+06          NAN        4.0        NAN   4.2000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   7.9950E+06          NAN        NAN        NAN   3.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.1850E+06          NAN        3.0        NAN   2.9000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.2250E+06          NAN        NAN        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.2650E+06          NAN        6.0        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.3550E+06          NAN        4.0        NAN   3.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.3920E+06          NAN        NAN        NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.4100E+06          NAN        NAN        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.4330E+06          NAN        4.0        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.4960E+06          NAN        2.0        NAN   3.7000E+04   1.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.5500E+06          NAN        7.0        NAN   1.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.5940E+06          NAN        6.0        NAN   8.0000E+03   2.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.6560E+06          NAN        6.0        NAN   3.1000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.7470E+06          NAN        4.0        NAN   3.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.7550E+06          NAN        5.0        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.8300E+06          NAN        NAN        NAN   3.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.9100E+06          NAN        NAN        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   8.9600E+06          NAN        NAN        NAN   3.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.0350E+06          NAN        6.0        NAN   2.2000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.0710E+06          NAN        5.0        NAN   7.3000E+04   1.7000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.1370E+06          NAN        6.0        NAN   4.4000E+04   6.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.2420E+06          NAN        7.0        NAN   1.5000E+04   1.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.3270E+06          NAN        6.0        NAN   4.4000E+04   6.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.3900E+06          NAN        5.0        NAN   2.6000E+04   6.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.4600E+06          NAN        NAN        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.4940E+06          NAN        4.0        NAN   1.7000E+04   3.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.5800E+06          NAN        NAN        NAN   4.6000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.7100E+06          NAN        6.0        NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.7550E+06          NAN        6.0        NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.8000E+06          NAN        NAN        NAN   2.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.8350E+06          NAN        NAN        NAN   2.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.9690E+06          NAN        5.0        NAN   2.3000E+04   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   9.9800E+06          NAN        2.0        NAN   1.0000E+05          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0110E+07          NAN        4.0        NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0120E+07          NAN        NAN        NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0160E+07          NAN        NAN        NAN   4.2000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0230E+07          NAN        NAN        NAN   4.2000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0359E+07          NAN        4.0        NAN   5.6000E+04   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0410E+07          NAN        6.0        NAN   1.7000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0467E+07          NAN        5.0        NAN   5.0000E+04   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0538E+07          NAN        NAN        NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0610E+07          NAN        5.0        NAN   2.0000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0625E+07          NAN        7.0        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0665E+07          NAN        NAN        NAN   2.5000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0725E+07          NAN        NAN        NAN   8.0000E+03          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0750E+07          NAN        7.0        NAN   2.1000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0820E+07          NAN        NAN        NAN   1.7000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0930E+07          NAN        6.0        NAN   1.7000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
   1.0980E+07          NAN        NAN        NAN   1.3000E+04          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN          NAN
