# Header: 
#   Title                 : 26-FE-56 Resonance Parameter 
#   Source                : EXFOR 
#   Date Created          : 2025-07-24 
# EXFOR Bibliographic Information: 
#   First Author          : F.Bauwens 
#   Institute             : (2BLGGHT): Universiteit Gent, Gent 
#   Reference             : (J,PR/C,62,024302,2000) 
#   Year                  : 2000 
#   Facility              : (LINAC): Linear accelerator 
# Target: 
#   Z                     : 26 
#   A                     : 56 
#   Nuclide               : 26-FE-56 
# Reaction: 
#   entry-subent-pointer  :{0: 'G0036-002-5', 1: 'G0036-002-5', 2: 'G0036-002-5', 3: 'G0036-002-5', 4: 'G0036-002-5', 5: 'G0036-002-5', 6: 'G0036-002-5', 7: 'G0036-002-5', 8: 'G0036-002-5', 9: 'G0036-002-5', 10: 'G0036-002-5', 11: 'G0036-002-5', 12: 'G0036-002-5', 13: 'G0036-002-5', 14: 'G0036-002-5', 15: 'G0036-002-5', 16: 'G0036-002-5', 17: 'G0036-002-5', 18: 'G0036-002-5', 19: 'G0036-002-5', 20: 'G0036-002-5', 21: 'G0036-002-5', 22: 'G0036-002-5', 23: 'G0036-002-5', 24: 'G0036-002-5', 25: 'G0036-002-5', 26: 'G0036-002-5', 27: 'G0036-002-5', 28: 'G0036-002-5', 29: 'G0036-002-5', 30: 'G0036-002-5', 31: 'G0036-002-5', 32: 'G0036-002-5', 33: 'G0036-002-5', 34: 'G0036-002-5', 35: 'G0036-002-5', 36: 'G0036-002-5', 37: 'G0036-002-5', 38: 'G0036-002-5', 39: 'G0036-002-5', 40: 'G0036-002-5', 41: 'G0036-002-5', 42: 'G0036-002-5', 43: 'G0036-002-5', 44: 'G0036-002-5', 45: 'G0036-002-5', 46: 'G0036-002-5', 47: 'G0036-002-5', 48: 'G0036-002-5', 49: 'G0036-002-5', 50: 'G0036-002-5', 51: 'G0036-002-5', 52: 'G0036-002-5', 53: 'G0036-002-5', 54: 'G0036-002-5', 55: 'G0036-002-5', 56: 'G0036-002-5', 57: 'G0036-002-5', 58: 'G0036-002-5', 59: 'G0036-002-5', 60: 'G0036-002-5', 61: 'G0036-002-5', 62: 'G0036-002-5', 63: 'G0036-002-5', 64: 'G0036-002-5', 65: 'G0036-002-5'} 
#   EXFOR reaction        :{0: '(26-FE-56(G,EL),,WID)', 1: '(26-FE-56(G,EL),,WID)', 2: '(26-FE-56(G,EL),,WID)', 3: '(26-FE-56(G,EL),,WID)', 4: '(26-FE-56(G,EL),,WID)', 5: '(26-FE-56(G,EL),,WID)', 6: '(26-FE-56(G,EL),,WID)', 7: '(26-FE-56(G,EL),,WID)', 8: '(26-FE-56(G,EL),,WID)', 9: '(26-FE-56(G,EL),,WID)', 10: '(26-FE-56(G,EL),,WID)', 11: '(26-FE-56(G,EL),,WID)', 12: '(26-FE-56(G,EL),,WID)', 13: '(26-FE-56(G,EL),,WID)', 14: '(26-FE-56(G,EL),,WID)', 15: '(26-FE-56(G,EL),,WID)', 16: '(26-FE-56(G,EL),,WID)', 17: '(26-FE-56(G,EL),,WID)', 18: '(26-FE-56(G,EL),,WID)', 19: '(26-FE-56(G,EL),,WID)', 20: '(26-FE-56(G,EL),,WID)', 21: '(26-FE-56(G,EL),,WID)', 22: '(26-FE-56(G,EL),,WID)', 23: '(26-FE-56(G,EL),,WID)', 24: '(26-FE-56(G,EL),,WID)', 25: '(26-FE-56(G,EL),,WID)', 26: '(26-FE-56(G,EL),,WID)', 27: '(26-FE-56(G,EL),,WID)', 28: '(26-FE-56(G,EL),,WID)', 29: '(26-FE-56(G,EL),,WID)', 30: '(26-FE-56(G,EL),,WID)', 31: '(26-FE-56(G,EL),,WID)', 32: '(26-FE-56(G,EL),,WID)', 33: '(26-FE-56(G,EL),,WID)', 34: '(26-FE-56(G,EL),,WID)', 35: '(26-FE-56(G,EL),,WID)', 36: '(26-FE-56(G,EL),,WID)', 37: '(26-FE-56(G,EL),,WID)', 38: '(26-FE-56(G,EL),,WID)', 39: '(26-FE-56(G,EL),,WID)', 40: '(26-FE-56(G,EL),,WID)', 41: '(26-FE-56(G,EL),,WID)', 42: '(26-FE-56(G,EL),,WID)', 43: '(26-FE-56(G,EL),,WID)', 44: '(26-FE-56(G,EL),,WID)', 45: '(26-FE-56(G,EL),,WID)', 46: '(26-FE-56(G,EL),,WID)', 47: '(26-FE-56(G,EL),,WID)', 48: '(26-FE-56(G,EL),,WID)', 49: '(26-FE-56(G,EL),,WID)', 50: '(26-FE-56(G,EL),,WID)', 51: '(26-FE-56(G,EL),,WID)', 52: '(26-FE-56(G,EL),,WID)', 53: '(26-FE-56(G,EL),,WID)', 54: '(26-FE-56(G,EL),,WID)', 55: '(26-FE-56(G,EL),,WID)', 56: '(26-FE-56(G,EL),,WID)', 57: '(26-FE-56(G,EL),,WID)', 58: '(26-FE-56(G,EL),,WID)', 59: '(26-FE-56(G,EL),,WID)', 60: '(26-FE-56(G,EL),,WID)', 61: '(26-FE-56(G,EL),,WID)', 62: '(26-FE-56(G,EL),,WID)', 63: '(26-FE-56(G,EL),,WID)', 64: '(26-FE-56(G,EL),,WID)', 65: '(26-FE-56(G,EL),,WID)'} 
#   incident energy       : 2.1331e+06 eV - 9.7682e+06 eV 
# Links: 
#   git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0036.x4 
#   nds                   : https://nds.iaea.org/EXFOR/G0036
#
#        E_in(eV)          dE_in(eV)    data(G,TOT)(eV)       ddata(G,TOT)       data(G,G)         ddata(G,G)        data(G,EL)       ddata(G,EL)        data(G,F)        ddata(G,F)         data(G,A)        ddata(G,A)            spin_j        momentum_l
        8.1287E+06        4.0000E+02               NAN               NAN               NAN               NAN        1.5260E+00        6.1000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.2194E+06        6.0000E+02               NAN               NAN               NAN               NAN        3.7200E-01        5.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.2396E+06        5.0000E+02               NAN               NAN               NAN               NAN        3.2570E+00        8.1000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.3070E+06        8.0000E+02               NAN               NAN               NAN               NAN        4.4500E-01        5.1000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.3433E+06        6.0000E+02               NAN               NAN               NAN               NAN        3.5700E-01        5.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.5363E+06        4.0000E+02               NAN               NAN               NAN               NAN        2.7140E+00        1.1200E-01               NAN               NAN               NAN               NAN               1.0               NAN
        8.5547E+06        9.0000E+02               NAN               NAN               NAN               NAN        3.2700E-01        6.5000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.6525E+06        8.0000E+02               NAN               NAN               NAN               NAN        4.0300E-01        7.0000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.7661E+06        8.0000E+02               NAN               NAN               NAN               NAN        6.4900E-01        7.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.8793E+06        9.0000E+02               NAN               NAN               NAN               NAN        4.0200E-01        6.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.9089E+06        1.2000E+03               NAN               NAN               NAN               NAN        6.4700E-01        3.1600E-01               NAN               NAN               NAN               NAN               1.0               NAN
        8.9636E+06        7.0000E+02               NAN               NAN               NAN               NAN        4.5400E-01        8.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.9722E+06        1.1000E+03               NAN               NAN               NAN               NAN        1.7300E-01        7.7000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        8.9889E+06        6.0000E+02               NAN               NAN               NAN               NAN        6.3900E-01        7.2000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.1078E+06        8.0000E+02               NAN               NAN               NAN               NAN        8.3800E-01        7.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.1376E+06        5.0000E+02               NAN               NAN               NAN               NAN        8.4400E-01        8.7000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.1568E+06        1.0000E+03               NAN               NAN               NAN               NAN        1.3840E+00        1.2200E-01               NAN               NAN               NAN               NAN               1.0               NAN
        9.2876E+06        1.0000E+03               NAN               NAN               NAN               NAN        8.9900E-01        8.1000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.3122E+06        8.0000E+02               NAN               NAN               NAN               NAN        8.6900E-01        8.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.3237E+06        7.0000E+02               NAN               NAN               NAN               NAN        7.6700E-01        8.8000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.4020E+06        6.0000E+02               NAN               NAN               NAN               NAN        1.3050E+00        1.5500E-01               NAN               NAN               NAN               NAN               1.0               NAN
        9.4349E+06        2.3000E+03               NAN               NAN               NAN               NAN        3.1300E-01        7.1000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        9.5548E+06        1.3000E+03               NAN               NAN               NAN               NAN        6.8000E-01        1.1900E-01               NAN               NAN               NAN               NAN               1.0               NAN
        9.6229E+06        2.5000E+03               NAN               NAN               NAN               NAN        4.7300E-01        8.3000E-02               NAN               NAN               NAN               NAN               1.0               NAN
        9.6647E+06        9.0000E+02               NAN               NAN               NAN               NAN        4.2900E-01        7.5000E-02               NAN               NAN               NAN               NAN               NAN               NAN
        9.7322E+06        1.6000E+03               NAN               NAN               NAN               NAN        5.2100E-01        1.5200E-01               NAN               NAN               NAN               NAN               NAN               NAN
        9.7417E+06        1.3000E+03               NAN               NAN               NAN               NAN        1.6180E+00        2.2200E-01               NAN               NAN               NAN               NAN               1.0               NAN
        9.7682E+06        7.0000E+02               NAN               NAN               NAN               NAN        3.3600E-01        1.5800E-01               NAN               NAN               NAN               NAN               NAN               NAN
